Manclem Valuers Ltd - Head Office,"Kenya Literature Bureau Bldg opp Text Book Centre, 1st Flr, Kijabe St ",/site/directions/971224,Mobile  (+254) 0722 426835
MAP International - Kenya Office,"Map International - Kenya Office Bldg, Jamhuri Cre off Ngong Rd ",http://www.map.org,Mobile  (+254) 0734 333128
Marcos Salon & Boutique,"Kenya Cinema Plaza, 2nd Flr, Moi Ave ",/site/directions/1275030,Mobile  (+254) 0720 343124
Masai (K) Ltd,"Masai Kenya Premises, North Airport Rd ",/site/directions/1404114,Mobile  (+254) 0723 800001
Master Beauties,"Kenya Cinema, 1st Flr, Moi Ave ",/site/directions/1439069,Mobile  (+254) 0722 840997
"Matu, Dr Nelson Kagema","Kenya Medical Association Centre, 2nd Flr, Suite 204, Mara Rd ",/site/directions/984789,Primary  (+254) (020) 271 52 30
Mau Mau Veterans Association,"Kenya National Archives Bldg, 2nd Flr, Moi Ave ",/site/directions/1275224,Mobile  (+254) 0723 234023
Medispec (K) Ltd,"Medispec Kenya Ltd premises, Shimo La Tewa Rd ",http://www.medispec.co.ke,Primary  (+254) (020) 359 73 53
Mega Hygiene Systems,"Kenya National Trading Corporation Godown Godown No 3B, Nanyuki Rd ",http://www.megahygienesystems.com,Primary  (+254) (020) 213 10 21
Merry Water Services Ltd,"New Hall Bomas of Kenya, Lang''ata Rd ",/site/directions/1075871,Mobile  (+254) 0733 732090
Metal Cans & Closure (K) Ltd,"Crown Paints Kenya Ltd Bldg, Likoni Rd ",/site/directions/1400063,Primary  (+254) (020) 260 28 60
Metropol Corporation Ltd,"KCB Towers, 15th Flr, Kenya Rd ",http://www.metropolcorporation.co.ke,Primary  (+254) (020) 225 06 96
Metropol Credit Reference Bureau Ltd,"KCB Towers, 15th Flr, Kenya Rd ",/site/directions/1365963,Primary  (+254) (020) 271 35 75
Metropol Institute of Credit Management,"KCB Towers, 15th Flr, Kenya Rd ",http://www.metropol.co.ke,Primary  (+254) (020) 268 98 81
Metrotech Systems,"Kenya Cinema Plaza, Basement Flr, Moi Ave ",/site/directions/1213987,Mobile  (+254) 0733 566247
Midrock Water Drilling Ltd,"Kenya Railways Godowns, Kitui Rd off Kampala Rd ",http://www.midrockenya.com,Mobile  (+254) 0724 256094
"Ministry of Agriculture, Livestock & Fisheries","Kenya Hse, 1st Flr, Koinange St ",/site/directions/88654,Primary  (+254) (020) 223 07 73
Ministry of Home Affairs & National Heritage,"Kenya National Archives Bldg, 2nd Flr, Rm 21, Moi Ave ",/site/directions/1414563,Primary  (+254) (020) 222 60 07
Ministry of Information & Communications,"Kenya Institute of Mass Communciation Premises, 22nd Flr, Mwembere Rd ",/site/directions/1481821,Primary  (+254) (020) 665 01 22
Mocol (K) Ltd,"Mocol Kenya Ltd, Catalyst Rd off Enterprise Rd ",/site/directions/774167,Mobile  (+254) 0721 410162
Mod Designs,"Wood Products Kenya Ltd(Bldg 69), Gr Flr, Enterprise Rd ",/site/directions/1141691,Primary  (+254) (020) 655 35 00
Moeller Controls Limited,"Next to Henkel Kenya Ltd, Outer Ring Rd ",/site/directions/721617,Primary  (+254) (020) 856 17 56
Montana Beauty Parlour,"Next to Commerce Hse, Kenya Cinema, 2nd Flr, Moi Ave ",We need a website,Mobile  (+254) 0722 352883
Motorscope (K) Ltd,"Motorscope Kenya Premises, Karen Rd Off Langata Rd ",/site/directions/1403193,Mobile  (+254) 0725 732784
Mottiz Company Ltd,"Kenya Railways Headquarters Premises Umeme Block, Gr Flr, Workshop Rd Off Haile Selassie Ave ",http://www.mottiz.com,Mobile  (+254) 0734 570465
Mozel Motors,"Kenya Railways Headquarters Premises, Workshop Rd ",/site/directions/1400383,Mobile  (+254) 0722 268737
Muchiri & Associates,"Kenya Hse, 1st Flr, Koinange St/Monrovia St ",/site/directions/184369,Mobile  (+254) 0722 303904
Mukafa EPZ Ltd,"Kenya Re Towers, Ragati Cls ",/site/directions/1082822,Primary  (+254) (020) 230 23 02
Multimedia University of Kenya - Main Campus,"Multimedia University of Kenya Premises opp KWS Mbagathi Gate, Magadi Rd ",http://www.mmu.ac.ke,Primary  (+254) (020) 207 13 92
Museum Hill Wines,"Kenya Hse, 1st Flr, Koinange St ",http://www.museumhillwines.com,Primary  (+254) (020) 231 55 53
Nairobi Arboretum,"Kenya National Museum, Museum Hill Rd ",/site/directions/1428100,Mobile  (+254) 0727 300933
Nairobi Chapel Church - Rongai,"Multimedia University of Kenya Premises, Magadi Rd ",/site/directions/1167970,Mobile  (+254) 0722 311282
Nairobi Java House - Java KMA,"Kenya Medical Association Centre, Mara Rd ",/site/directions/1278587,Mobile  (+254) 0707 349990
National Museums of Kenya HQ - Headquarters,"Kenya National Museum, Museum Hill Rd ",http://www.museums.or.ke,Primary  (+254) (020) 816 41 34
Nature Kenya (The East Africa Natural History Society - EANHS),"Kenya National Museum, Museum Hill Rd ",http://www.naturekenya.org,Mobile  (+254) 0771 343138
Nestle (K) Ltd,"Nestle Kenya Premises, Pate Rd ",http://www.nestle-ea.com,Mobile  (+254) 0722 205598
New Kenya Lodge,"New Kenya Lodge, River Rd ",http://www.nksafari.com,Primary  (+254) (020) 222 22 02
next to Samac Plaza,Kenya Fresh Produce Exporters Bldg next to Samac Plaza off North Airport Rd ,http://www.kenyafresh.co.ke,Mobile  (+254) 0722 496836
Ngayu''s & Associates,"Kenya Literature Bureau Bldg, 1st Flr, Kijabe St ",/site/directions/1200447,Primary  (+254) (020) 224 10 51
Ninjah Enterprises,"Kenya Hse 209/3870, 2nd Flr, Koinange St ",/site/directions/1020748,Primary  (+254) (020) 334 18 45
Nissan Kenya,"Nissan Kenya Bldg, Uhuru Hwy ",/site/directions/1360232,Primary  (+254) (020) 240 75 44
Njuwa Taxis And Car Hire,"Kenya Re Towers, 2nd Flr, Hill Ln ",http://www.njuwataxis.co.ke,Primary  (+254) (020) 72 750 00 64
Nursing Council of Kenya,"Nursing Council of Kenya, Kabarnet Rd off Ngong Rd ",http://www.nckenya.com,Mobile  (+254) 0721 920567
"Nyongesa, Dr Catherine Naliaka Watta","Next To Nursing Council Of Kenya, Gr Flr, Kabarnet Ln ",/site/directions/1224467,Primary  (+254) (020) 386 02 23
Office of the President - Moi Air Base Eastleigh,Kenya Air Force ,/site/directions/1035137,Primary  (+254) (020) 676 44 01
One Roof Digital Marketers,"Kenya Hse, 2nd Flr, Koinange St ",http://www.oneroof.co.ke,Mobile  (+254) 0717 797624
Osano & Associates,"AMREF Kenya Bldg, 1st Flr off Lang''ata Rd ",http://www.osanoassociates.com,Mobile  (+254) 0721 930944
Oscar Systems Ltd,"Kenya Re Towers, Hill Ln ",http://www.oscarsystems.co.ke,Mobile  (+254) 0715 361104
Outward Bound Trust of Kenya,"Kenya Cultural Centre, Harry Thuku Rd ",/site/directions/1097503,Primary  (+254) (020) 225 17 84
Ozzbeco (K) Ltd,"Ozzbeco Kenya Ltd Bldg, Mombasa Rd Near Panari Hotel ",http://www.ozzbeco.com,Primary  (+254) (020) 356 20 68
Pacandy Enterprises,"Kenya Re Towers 209/11260, Ragati Cls ",/site/directions/1195432,Mobile  (+254) 0721 729378
Paints & Adhesives,"Crown Paints Kenya Ltd (Bldg 12), Likoni Rd ",http://www.crownpaints.co.ke,Mobile  (+254) 0719 799209
Pantech Kenya Ltd,"Pantech Kenya Godowns Shed 18, Lusingeti Rd ",/site/directions/1094284,Mobile  (+254) 0715 674636
Paradise Lost,"Kenya Hse, 1st Flr, Unit 5, Koinange St ",/site/directions/1083066,Mobile  (+254) 0723 550535
Pink Q Consulting,"Kenya Hse, 2nd Flr, Koinange St ",http://www.pink2.co.ke,Primary  (+254) (020) 221 19 00
Porting Access Kenya,"Kenya Railways Headquarters Premises, Workshop Rd ",/site/directions/1171477,Primary  (+254) (020) 222 12 25
Postal Corporation of Kenya - Enterprise road HPO,"Posta Kenya, Dar-es-Salaam Rd ",/site/directions/929434,Mobile  (+254) 0734 690257
Prisma Systems Ltd,"Kenya Hse, 2nd Flr, Rm 19A, Monrovia St ",http://www.prismasystems.com,Mobile  (+254) 0728 555528
Railways Housing Co-operative Society Ltd,"Kenya Railways Headquarters Premises, Station Rd ",/site/directions/1189961,Primary  (+254) (020) 264 85 58
